id,agency_name,agency_website,client_name,client_website,evidence_url,evidence_text,extraction_method,confidence,verification_status,territory
5944,The Brand Liaison,https://thebrandliaison.com/,David Tutera Plans Party Line,http://www.licensemag.com/license-global/david-tutera-plans-party-line,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5945,The Brand Liaison,https://thebrandliaison.com/,David Tutera Ties the Knot with The Brand Liaison,https://www.licenseglobal.com/entertainment/david-tutera-ties-knot-brand-liaison-exclusive?elq_mid=1033&elq_cid=2919&elqTrackId=8c056a64d4f6425fadf24190430ff595&elq=54ba5b5da4d44c09a5450d1b165356ca&elqaid=1033&elqat=1&elqCampaignId=784,https://thebrandliaison.com/,fusion-text fusion-text-420,portfolio_a_text,0.7,machine_extracted_unverified,
5946,The Brand Liaison,https://thebrandliaison.com/,David Tutera Unveils New Decor,http://www.licensemag.com/license-global/david-tutera-unveils-new-decor,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5753,The Brand Liaison,https://thebrandliaison.com/,Daymond John,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5754,The Brand Liaison,https://thebrandliaison.com/,Debra Messing,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5755,The Brand Liaison,https://thebrandliaison.com/,Debra Valencia,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5947,The Brand Liaison,https://thebrandliaison.com/,Debra Valencia Continues Bath Partnership,http://www.licensemag.com/license-global/debra-valencia-continues-bath-partnership,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5948,The Brand Liaison,https://thebrandliaison.com/,Debra Valencia Crafts Book Range,http://www.licensemag.com/license-global/debra-valencia-crafts-book-range,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5949,The Brand Liaison,https://thebrandliaison.com/,Debra Valencia Crafts New Book,https://www.licenseglobal.com/books-magazines/debra-valencia-crafts-new-book?NL=LG-003&Issue=LG-003_20191211_LG-003_164&sfvc4enews=42&cl=article_10&elq_mid=2986&elq_cid=2919,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5950,The Brand Liaison,https://thebrandliaison.com/,Debra Valencia Heads to Bath Aisle,http://www.licensemag.com/license-global/debra-valencia-heads-bath-aisle,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5951,The Brand Liaison,https://thebrandliaison.com/,Debra Valencia Secures New Partners,http://www.licensemag.com/license-global/debra-valencia-secures-new-partners,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5952,The Brand Liaison,https://thebrandliaison.com/,Debra Valencia Serves Up Dinnerware,http://www.licensemag.com/license-global/debra-valencia-serves-dinnerware,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5953,The Brand Liaison,https://thebrandliaison.com/,Debra Valencia Sews Up Bedding Deal,http://www.licensemag.com/license-global/debra-valencia-sews-bedding-deal,https://thebrandliaison.com/,fusion-text fusion-text-516,portfolio_a_text,0.7,machine_extracted_unverified,
5954,The Brand Liaison,https://thebrandliaison.com/,Debra Valencia to Expand Bedding Line,https://www.licenseglobal.com/art-design/debra-valencia-expand-bedding-line?elq_mid=1030&elq_cid=2919,https://thebrandliaison.com/,fusion-text fusion-text-422,portfolio_a_text,0.7,machine_extracted_unverified,
5955,The Brand Liaison,https://thebrandliaison.com/,Debra Valencia Writes Up Stationery Deal,http://www.licensemag.com/license-global/debra-valencia-writes-stationery-deal,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5956,The Brand Liaison,https://thebrandliaison.com/,"Debra Valencia, Duke Imports Expand Bedding Collection",https://www.licenseglobal.com/home/debra-valencia-duke-imports-expand-bedding-collection,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5756,The Brand Liaison,https://thebrandliaison.com/,Digital Retail Advisors,https://thebrandliaison.com/,https://thebrandliaison.com/,flip-box-heading flip-box-front-inner flip-box-front,portfolio_h2_text,0.72,machine_extracted_unverified,
5957,The Brand Liaison,https://thebrandliaison.com/,"Disney Veteran, Anita Castellar, Joins The Brand Liaison",https://www.licenseglobal.com/executive-moves/disney-vet-joins-brand-liaison?elq_mid=413&elq_cid=2919&elqTrackId=8eb3b73652c9458a835740624937dc66&elq=3deeb83f88424a2facaea87c414c3a58&elqaid=413&elqat=1&elqCampaignId=376,https://thebrandliaison.com/,fusion-text fusion-text-452,portfolio_a_text,0.7,machine_extracted_unverified,
6041,The Brand Liaison,https://thebrandliaison.com/,Diversify product and brands carried,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-13,portfolio_li_text,0.64,machine_extracted_unverified,
5757,The Brand Liaison,https://thebrandliaison.com/,Donne Sharam,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5758,The Brand Liaison,https://thebrandliaison.com/,Double Black,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5759,The Brand Liaison,https://thebrandliaison.com/,Dr. Rick Rigsby,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5958,The Brand Liaison,https://thebrandliaison.com/,Early Exclusive: The Brand Liaison to Rep Grace Ciao,https://www.licenseglobal.com/art/early-exclusive-brand-liaison-rep-grace-ciao?NL=LG-002&Issue=LG-002_20200929_LG-002_196&sfvc4enews=42&cl=article_5&eM=3b65a85d68eec9fe5c8ce1a26c0d60bb66a6bd6ad1b39af00155a22605b3b2d7&eventSeriesCode=ES_LICENGLOBAL&eventEditionCode=NAM00LCG&sessionCode=Licensing+Global+Daily+Newsletter,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
6042,The Brand Liaison,https://thebrandliaison.com/,Efficiently enter new markets without typical barriers to entry,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-9,portfolio_li_text,0.64,machine_extracted_unverified,
5760,The Brand Liaison,https://thebrandliaison.com/,Eight O’Clock Coffee,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5761,The Brand Liaison,https://thebrandliaison.com/,Elaine Swann,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5762,The Brand Liaison,https://thebrandliaison.com/,Elisa A. Gangl,https://thebrandliaison.com/,https://thebrandliaison.com/,tab-pane fade fusion-clearfix tab-0b01ab783acad042418 tab-content,portfolio_h3_text,0.72,machine_extracted_unverified,
5763,The Brand Liaison,https://thebrandliaison.com/,Elisa Gangl,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-tab-heading tab-link fusion-tab-0b01ab783acad042418,portfolio_h4_text,0.72,machine_extracted_unverified,
5764,The Brand Liaison,https://thebrandliaison.com/,EmCee Designs,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
6043,The Brand Liaison,https://thebrandliaison.com/,EmojiOne adds four new agents,http://www.ltwmag.com/news/august_2017/emojione_adds_four_new_agents.aspx?dm_i=GST%2C5FXFO%2CBB5HOV%2CL2QW6%2C1,https://thebrandliaison.com/,fusion-text fusion-text-474,portfolio_a_text,0.64,machine_extracted_unverified,
5959,The Brand Liaison,https://thebrandliaison.com/,EmojiOne is Making its Mark at Redbubble,https://www.licenseglobal.com/art-design/emojione-making-its-mark-redbubble,https://thebrandliaison.com/,fusion-text fusion-text-456,portfolio_a_text,0.7,machine_extracted_unverified,
6044,The Brand Liaison,https://thebrandliaison.com/,EmojiOne launches 10 new JoyPixels Collections,http://www.ltwmag.com/news/august_2017/emojione_launches_10_new_joypixels_collections_2.aspx?dm_i=GST%2C5EU06%2CBB5HOV%2CKY12K%2C1,https://thebrandliaison.com/,fusion-text fusion-text-476,portfolio_a_text,0.64,machine_extracted_unverified,
5765,The Brand Liaison,https://thebrandliaison.com/,Empower Graphics,https://thebrandliaison.com/,https://thebrandliaison.com/,flip-box-heading flip-box-front-inner flip-box-front,portfolio_h2_text,0.72,machine_extracted_unverified,
5766,The Brand Liaison,https://thebrandliaison.com/,Epstein Drangel,https://thebrandliaison.com/,https://thebrandliaison.com/,flip-box-heading flip-box-front-inner flip-box-front,portfolio_h2_text,0.72,machine_extracted_unverified,
5767,The Brand Liaison,https://thebrandliaison.com/,Eric Feig,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-tab-heading tab-link fusion-tab-124a5355aa4589a7942,portfolio_h4_text,0.72,machine_extracted_unverified,
5768,The Brand Liaison,https://thebrandliaison.com/,Eric Michalowsky,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-tab-heading tab-link fusion-tab-4225c8658acf5e05f1e,portfolio_h4_text,0.72,machine_extracted_unverified,
5960,The Brand Liaison,https://thebrandliaison.com/,eric@empowergraphics.net,https://thebrandliaison.com/author/ericempowergraphics-net/,https://thebrandliaison.com/,fn vcard rich-snippet-hidden,portfolio_a_text,0.7,machine_extracted_unverified,
5769,The Brand Liaison,https://thebrandliaison.com/,Etonic,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
6045,The Brand Liaison,https://thebrandliaison.com/,"Expand product offerings utilizing licensees’ expertise, resources and efforts",https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-9,portfolio_li_text,0.64,machine_extracted_unverified,
5770,The Brand Liaison,https://thebrandliaison.com/,Fabritech,https://thebrandliaison.com/,https://thebrandliaison.com/,flip-box-heading flip-box-front-inner flip-box-front,portfolio_h2_text,0.72,machine_extracted_unverified,
5771,The Brand Liaison,https://thebrandliaison.com/,Fantasy,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5772,The Brand Liaison,https://thebrandliaison.com/,Farting Adventures,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
6046,The Brand Liaison,https://thebrandliaison.com/,Fashion ALL BRANDS,https://thebrandliaison.com/,https://thebrandliaison.com/,slide-id-2302 slides tfs-slider flexslider main-flex full-width-slider,portfolio_li_text,0.64,machine_extracted_unverified,
5773,The Brand Liaison,https://thebrandliaison.com/,Fashion Angels,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5774,The Brand Liaison,https://thebrandliaison.com/,Fashion/Lifestyle,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-filter fusion-hidden fusion-filters Portfolio Filters,portfolio_li_text,0.72,machine_extracted_unverified,
5775,The Brand Liaison,https://thebrandliaison.com/,Fashion…,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-title-heading title-heading-center fusion-responsive-typography-calculated fusion-title title fusion-title-2 fusion-sep-none fusion-title-center fusion-title-text fusion-title-size-two fusion-title-sc-wrapper,portfolio_h2_text,0.72,machine_extracted_unverified,
5776,The Brand Liaison,https://thebrandliaison.com/,Featured Articles,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-57 fusion-column-content,portfolio_h3_text,0.72,machine_extracted_unverified,
5961,The Brand Liaison,https://thebrandliaison.com/,Felina Brand Adds Swimwear Partner,http://www.licensemag.com/license-global/felina-brand-adds-swimwear-partner,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5962,The Brand Liaison,https://thebrandliaison.com/,"Felina Secures Activewear, Hosiery",http://www.licensemag.com/license-global/felina-secures-activewear-hosiery,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5777,The Brand Liaison,https://thebrandliaison.com/,Fisher,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5778,The Brand Liaison,https://thebrandliaison.com/,Florida/Corporate Headquarters,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-668 fusion-column-wrapper fusion-flex-column-wrapper-legacy,portfolio_h5_text,0.72,machine_extracted_unverified,
5779,The Brand Liaison,https://thebrandliaison.com/,Foley Shechter,https://thebrandliaison.com/,https://thebrandliaison.com/,flip-box-heading flip-box-front-inner flip-box-front,portfolio_h2_text,0.72,machine_extracted_unverified,
5780,The Brand Liaison,https://thebrandliaison.com/,Food,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-filter fusion-hidden fusion-filters Portfolio Filters,portfolio_li_text,0.72,machine_extracted_unverified,
6047,The Brand Liaison,https://thebrandliaison.com/,Forbes — LaurDIY: The Millenial Martha Stewart,https://www.forbes.com/sites/tomward/2018/02/25/laurdiy-the-millennial-martha-stewart/,https://thebrandliaison.com/,fusion-text fusion-text-440,portfolio_a_text,0.64,machine_extracted_unverified,
5963,The Brand Liaison,https://thebrandliaison.com/,Forsythe Nails College Cosmetics Deal,http://www.licensemag.com/license-global/forsythe-nails-college-cosmetics-deal,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5781,The Brand Liaison,https://thebrandliaison.com/,FSS Warehouse,https://thebrandliaison.com/,https://thebrandliaison.com/,flip-box-heading flip-box-front-inner flip-box-front,portfolio_h2_text,0.72,machine_extracted_unverified,
5782,The Brand Liaison,https://thebrandliaison.com/,FUBU,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5964,The Brand Liaison,https://thebrandliaison.com/,FUBU Brings Fashion Sense to Scrubs for Health Workers,https://www.thelicensingletter.com/fubu-brings-fashion-sense-to-scrubs-for-health-workers/,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5965,The Brand Liaison,https://thebrandliaison.com/,FUBU Debuts New Suit Line,https://www.licenseglobal.com/apparel-accessories/fubu-debuts-new-suit-line?elq_mid=1909&elq_cid=2919&elqTrackId=f5d7fae369a749098d265c294f06102d&elq=4662014ad2d54d2a8c8787d779ed9758&elqaid=1909&elqat=1&elqCampaignId=1492,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5966,The Brand Liaison,https://thebrandliaison.com/,Fubu Is Making Another Comeback With a New Look,https://www.complex.com/style/fubu-comeback-hip-hop-streetwear-urban-brands,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5967,The Brand Liaison,https://thebrandliaison.com/,"FUBU, Ruby International Reconnect for Loungewear",https://www.licenseglobal.com/apparel/fubu-ruby-international-reconnect-loungewear?NL=LG-002&Issue=LG-002_20210412_LG-002_376&sfvc4enews=42&cl=article_11&eM=3b65a85d68eec9fe5c8ce1a26c0d60bb66a6bd6ad1b39af00155a22605b3b2d7&eventSeriesCode=ES_LICENGLOBAL&eventEditionCode=NAM00LCG&sessionCode=S_LICENGLDLYNWSLTR,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5968,The Brand Liaison,https://thebrandliaison.com/,FUBU: From Pastel Jerseys to Slim-Fit Suits,https://www.licenseglobal.com/analysis/don%E2%80%99t-call-it-comeback-why-brands-early-2000s-are-back-fashion?elq_mid=1942&elq_cid=2919&elqTrackId=ed8b05f5f1a44544b01310aa7abfebdf&elq=69edf493d8644b9da3e7aada23a233cd&elqaid=1942&elqat=1&elqCampaignId=1509,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5783,The Brand Liaison,https://thebrandliaison.com/,Gene Goldberg,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-tab-heading tab-link fusion-tab-fa1fb5b25d4ca26d29e,portfolio_h4_text,0.72,machine_extracted_unverified,
5969,The Brand Liaison,https://thebrandliaison.com/,Get Out and Play with The Brand Liaison,https://www.licenseglobal.com/magazine/licensing-expo-2023-show-dailies-day-2?page=54,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5784,The Brand Liaison,https://thebrandliaison.com/,Gloria Vanderbilt,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
6048,The Brand Liaison,https://thebrandliaison.com/,Go to Top,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-top-top-link toTop to-top-container to-top-right home wp-singular page-template page-template-100-width page-template-100-width-php page page-id-1988 wp-theme-Avada wp-child-theme-Avada-Child-Theme awb-no-sidebars fusion-image-hovers fusion-pagination-sizing fusion-button_type-flat fusion-button_span-yes fusion-button_gradient-linear avada-image-rollover-circle-yes avada-image-rollover-yes avada-image-rollover-direction-top fusion-body ltr fusion-sticky-header no-mobile-sticky-header no-m,portfolio_a_text,0.64,machine_extracted_unverified,
5970,The Brand Liaison,https://thebrandliaison.com/,HBO Max Adds LaurDIY’s ‘Craftopia’,https://www.licenseglobal.com/streaming-and-tv/hbo-max-adds-laurdiys-craftopia?NL=LG-002&Issue=LG-002_20200519_LG-002_533&sfvc4enews=42&cl=article_1&eM=3b65a85d68eec9fe5c8ce1a26c0d60bb66a6bd6ad1b39af00155a22605b3b2d7&eventSeriesCode=ES_LICENGLOBAL&eventEditionCode=NAM00LCG&SessionCode=S_LICENGLDLYNWSLTR,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5971,The Brand Liaison,https://thebrandliaison.com/,here,https://thebrandliaison.com/,https://thebrandliaison.com/,Listed on The Brand Liaison portfolio page,portfolio_a_text,0.7,machine_extracted_unverified,
5785,The Brand Liaison,https://thebrandliaison.com/,Hoonigan,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5786,The Brand Liaison,https://thebrandliaison.com/,Hotchpotch,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5787,The Brand Liaison,https://thebrandliaison.com/,Hotel Collection,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5788,The Brand Liaison,https://thebrandliaison.com/,How To Cake It,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
6049,The Brand Liaison,https://thebrandliaison.com/,Howard Robinson and Debra Valencia make LIMA finals,http://www.artbuyermag.com/news/latest_news/howard_robinson_and_debra_valencia_make_lima_finals.aspx?dm_i=W7J%2C4VG19%2C4KLN82%2CIFSO6%2C1,https://thebrandliaison.com/,fusion-text fusion-text-512,portfolio_a_text,0.64,machine_extracted_unverified,
5789,The Brand Liaison,https://thebrandliaison.com/,Hungry Girl,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5972,The Brand Liaison,https://thebrandliaison.com/,IconLogin Launches Jimmy the Bull Deal,https://www.licenseglobal.com/art/iconlogin-locks-jimmy-bull-deal?NL=LG-002&Issue=LG-002_20191203_LG-002_240&sfvc4enews=42&cl=article_4&elq_mid=2934&elq_cid=2919,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
6050,The Brand Liaison,https://thebrandliaison.com/,Identify Highest Value License Product Categories and Timetable,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-17,portfolio_li_text,0.64,machine_extracted_unverified,
6051,The Brand Liaison,https://thebrandliaison.com/,"Increase brand awareness, reinforce brand positioning and brand messaging",https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-9,portfolio_li_text,0.64,machine_extracted_unverified,
6052,The Brand Liaison,https://thebrandliaison.com/,Increase brand strength and create long term competitive advantages,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-9,portfolio_li_text,0.64,machine_extracted_unverified,
6053,The Brand Liaison,https://thebrandliaison.com/,Increase sales volume and incremental revenue streams,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-13,portfolio_li_text,0.64,machine_extracted_unverified,
6054,The Brand Liaison,https://thebrandliaison.com/,Increased exposure and sales of the company’s core products,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-9,portfolio_li_text,0.64,machine_extracted_unverified,
6055,The Brand Liaison,https://thebrandliaison.com/,INDUSTRY RESOURCES,https://thebrandliaison.com/,https://thebrandliaison.com/,menu-item menu-item-type-custom menu-item-object-custom menu-item-1384 menu-item-1384 fusion-menu menu-main-menu fusion-main-menu Main Menu,portfolio_li_text,0.64,machine_extracted_unverified,
5973,The Brand Liaison,https://thebrandliaison.com/,Influencer Gets Product Deal Handled – Sofie Dossi,https://www.licenseglobal.com/entertainment/influencer-gets-product-deal-handled?elq_mid=1079&elq_cid=2919,https://thebrandliaison.com/,fusion-text fusion-text-416,portfolio_a_text,0.7,machine_extracted_unverified,
5974,The Brand Liaison,https://thebrandliaison.com/,Influencer LaurDIY and her Dog Moosie Inspire Pet Goods,https://www.licenseglobal.com/online/influencer-and-her-dog-inspire-pet-goods?elq_mid=420&elq_cid=2919&elqTrackId=a3c2b68fda5e45619b108a497e183c39&elq=cc150f21418141abbfae38f26bf68c29&elqaid=420&elqat=1&elqCampaignId=382,https://thebrandliaison.com/,fusion-text fusion-text-450,portfolio_a_text,0.7,machine_extracted_unverified,
5975,The Brand Liaison,https://thebrandliaison.com/,Influencer LaurDIY Crafts Jewelry Range,http://www.licensemag.com/license-global/influencer-laurdiy-crafts-jewelry-range?mkt_tok=eyJpIjoiWWpZeFltRXdZV1UyT0RJNSIsInQiOiJzUzVnOFVmSWhRbVlZczBsM0hBMG56WXJwWVEyV2pCR3FmMGRJRHpvaFI0c2tvZGUyYkQ1a1pcL0h3UGVla2g3ZXJXbzMrOFFoVVVvdFdRMTU0aytNNEVuWG,https://thebrandliaison.com/,fusion-text fusion-text-478,portfolio_a_text,0.7,machine_extracted_unverified,
5976,The Brand Liaison,https://thebrandliaison.com/,Influencer LaurDIY Crafts New Product Line,http://www.licensemag.com/license-global/influencer-laurdiy-crafts-new-product-line?mkt_tok=eyJpIjoiTUdFek9HRTVaV1UwTUdNMyIsInQiOiJ0ZENGck81dVN3MFRUYVFDc0FLXC9KSzBEV1d4clQxRUlCXC81cjVOb2R5akFKb0hoRzVib1lSaDQwSFJ3ekpydW9NZSszWEhvcG43ZW8rR0RZVWtGTDBaZ3lIWFwvdHl3VWhud0N1NWV4alJMMGxhSmlZQm15XC91UXZNSktzYU1ncFwvIn0%3D,https://thebrandliaison.com/,fusion-text fusion-text-494,portfolio_a_text,0.7,machine_extracted_unverified,
5977,The Brand Liaison,https://thebrandliaison.com/,Influencer LaurDIY Debuts Line of Onesies,http://www.licensemag.com/license-global/influencer-laurdiy-debuts-line-onesies?mkt_tok=eyJpIjoiTW1KaU5qWTJOekkxT1dFeSIsInQiOiI0bFFUSlNPeHVwalIzdmsyY25jUDhGMXB1QVQ5M2lBOTlybElod3pONlwvaEhRUEs5Y3FRbm1vYVhPSm9XYXNMNzJ3Skx1ck9hS1BqakVEbHJ5TERwU1dTNk0zNElHdWk4TVV4TFl2WExXdWJLbk5zSCtXbytrYVJTXC9ja1dNSXR3In0%3D,https://thebrandliaison.com/,fusion-text fusion-text-490,portfolio_a_text,0.7,machine_extracted_unverified,
5790,The Brand Liaison,https://thebrandliaison.com/,Instant Pot,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
6056,The Brand Liaison,https://thebrandliaison.com/,Instant product and brand credibility,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-13,portfolio_li_text,0.64,machine_extracted_unverified,
5791,The Brand Liaison,https://thebrandliaison.com/,Integrity in Everything That We Do…,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-text fusion-text-19 fusion-column-wrapper fusion-flex-column-wrapper-legacy,portfolio_h2_text,0.72,machine_extracted_unverified,
5978,The Brand Liaison,https://thebrandliaison.com/,Interview,http://thebrandliaison.com/wp-content/uploads/2020/06/LicensingInandOut6-15a.pdf,https://thebrandliaison.com/,fusion-text fusion-text-66,portfolio_a_text,0.7,machine_extracted_unverified,
5792,The Brand Liaison,https://thebrandliaison.com/,Jachs of New York,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5793,The Brand Liaison,https://thebrandliaison.com/,Jaclyn Smith,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5794,The Brand Liaison,https://thebrandliaison.com/,JamsWorld,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5795,The Brand Liaison,https://thebrandliaison.com/,Jason Wu,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5979,The Brand Liaison,https://thebrandliaison.com/,Jazwares Brings Social Stars to Shelves,http://www.licensemag.com/license-global/jazwares-brings-social-stars-shelves,https://thebrandliaison.com/,fusion-column-presstitle,portfolio_a_text,0.7,machine_extracted_unverified,
5796,The Brand Liaison,https://thebrandliaison.com/,Jimmy the Bull,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
5980,The Brand Liaison,https://thebrandliaison.com/,Jimmy the Bull Crashes into Deals,https://www.licenseglobal.com/online/jimmy-bull-crashes-deals?elq_mid=918&elq_cid=2919&elqTrackId=13d23e0150444544990a47977e7848dc&elq=808eb735547f43cb97ee618e0f70c294&elqaid=918&elqat=1&elqCampaignId=716,https://thebrandliaison.com/,fusion-text fusion-text-430,portfolio_a_text,0.7,machine_extracted_unverified,
5797,The Brand Liaison,https://thebrandliaison.com/,Jon Taffer,https://thebrandliaison.com/,https://thebrandliaison.com/,fusion-rollover-title fusion-rollover-content fusion-rollover,portfolio_h4_text,0.72,machine_extracted_unverified,
